,DATE,MORTGAGE30US,,,Position,Rates
662,"December 2, 1983",13.41,,,,
663,"December 9, 1983",13.38,,,,
664,"December 16, 1983",13.42,,,,
665,"December 23, 1983",13.46,,,,
666,"December 30, 1983",13.43,,,,
667,"January 6, 1984",13.43,,,,
668,"January 13, 1984",13.4,,,,
669,"January 20, 1984",13.35,,,,
670,"January 27, 1984",13.29,,,,
671,"February 3, 1984",13.26,,,,
672,"February 10, 1984",13.23,,,,
673,"February 17, 1984",13.19,,,,
674,"February 24, 1984",13.25,,,,
675,"March 2, 1984",13.23,,,,
676,"March 9, 1984",13.3,,,,
677,"March 16, 1984",13.37,,,,
678,"March 23, 1984",13.48,,,,
679,"March 30, 1984",13.55,,,,
680,"April 6, 1984",13.63,,,,
681,"April 13, 1984",13.58,,,,
682,"April 20, 1984",13.67,,,,
683,"April 27, 1984",13.73,,,,
684,"May 4, 1984",13.78,,,,
685,"May 11, 1984",13.87,,,,
686,"May 18, 1984",14.04,,,,
687,"May 25, 1984",14.08,,,,
688,"June 1, 1984",14.29,,,,
689,"June 8, 1984",14.33,,,,
690,"June 15, 1984",14.47,,,,
691,"June 22, 1984",14.49,,,,
692,"June 29, 1984",14.5,,,,
693,"July 6, 1984",14.66,,,,
694,"July 13, 1984",14.68,,,,
695,"July 20, 1984",14.66,,,,
696,"July 27, 1984",14.67,,,,
697,"August 3, 1984",14.68,,,,
698,"August 10, 1984",14.54,,,,
699,"August 17, 1984",14.39,,,,
700,"August 24, 1984",14.36,,,,
701,"August 31, 1984",14.38,,,,
702,"September 7, 1984",14.42,,,,
703,"September 14, 1984",14.43,,,,
704,"September 21, 1984",14.29,,,,
705,"September 28, 1984",14.26,,,,
706,"October 5, 1984",14.18,,,,
707,"October 12, 1984",14.19,,,,
708,"October 19, 1984",14.1,,,,
709,"October 26, 1984",14.05,,,,
710,"November 2, 1984",13.85,,,,
711,"November 9, 1984",13.74,,,,
712,"November 16, 1984",13.63,,,,
713,"November 23, 1984",13.55,,,,
714,"November 30, 1984",13.42,,,,
715,"December 7, 1984",13.2,,,,
716,"December 14, 1984",13.2,,,,
717,"December 21, 1984",13.18,,,,
718,"December 28, 1984",13.14,,,,
719,"January 4, 1985",13.1,,,,
720,"January 11, 1985",13.12,,,,
721,"January 18, 1985",13.12,,,,
722,"January 25, 1985",12.96,,,,
723,"February 1, 1985",12.93,,,,
724,"February 8, 1985",12.91,,,,
725,"February 15, 1985",12.9,,,,
726,"February 22, 1985",12.94,,,,
727,"March 1, 1985",13.02,,,,
728,"March 8, 1985",13.1,,,,
729,"March 15, 1985",13.2,,,,
730,"March 22, 1985",13.24,,,,
731,"March 29, 1985",13.29,,,,
732,"April 5, 1985",13.27,,,,
733,"April 12, 1985",13.23,,,,
734,"April 19, 1985",13.16,,,,
735,"April 26, 1985",13.12,,,,
736,"May 3, 1985",13.07,,,,
737,"May 10, 1985",13.02,,,,
738,"May 17, 1985",12.94,,,,
739,"May 24, 1985",12.83,,,,
740,"May 31, 1985",12.71,,,,
741,"June 7, 1985",12.39,,,,
742,"June 14, 1985",12.27,,,,
743,"June 21, 1985",12.05,,,,
744,"June 28, 1985",12.15,,,,
745,"July 5, 1985",12.13,,,,
746,"July 12, 1985",12.03,,,,
747,"July 19, 1985",11.94,,,,
748,"July 26, 1985",12.03,,,,
749,"August 2, 1985",12.17,,,,
750,"August 9, 1985",12.23,,,,
751,"August 16, 1985",12.24,,,,
752,"August 23, 1985",12.18,,,,
753,"August 30, 1985",12.11,,,,
754,"September 6, 1985",12.15,,,,
755,"September 13, 1985",12.24,,,,
756,"September 20, 1985",12.21,,,,
757,"September 27, 1985",12.17,,,,
758,"October 4, 1985",12.17,,,,
759,"October 11, 1985",12.17,,,,
760,"October 18, 1985",12.13,,,,
761,"October 25, 1985",12.07,,,,
762,"November 1, 1985",12.01,,,,
763,"November 8, 1985",11.9,,,,
764,"November 15, 1985",11.79,,,,
765,"November 22, 1985",11.64,,,,
766,"November 29, 1985",11.58,,,,
767,"December 6, 1985",11.5,,,,
768,"December 13, 1985",11.31,,,,
769,"December 20, 1985",11.14,,,,
770,"December 27, 1985",11.09,,,,
771,"January 3, 1986",10.81,,,,
772,"January 10, 1986",10.77,,,,
773,"January 17, 1986",10.99,,,,
774,"January 24, 1986",10.97,,,,
775,"January 31, 1986",10.89,,,,
776,"February 7, 1986",10.85,,,,
777,"February 14, 1986",10.8,,,,
778,"February 21, 1986",10.68,,,,
779,"February 28, 1986",10.51,,,,
780,"March 7, 1986",10.2,,,,
781,"March 14, 1986",10.01,,,,
782,"March 21, 1986",10.01,,,,
783,"March 28, 1986",10.1,,,,
784,"April 4, 1986",9.99,,,,
785,"April 11, 1986",9.98,,,,
786,"April 18, 1986",9.92,,,,
787,"April 25, 1986",9.86,,,,
788,"May 2, 1986",9.9,,,,
789,"May 9, 1986",10,,,,
790,"May 16, 1986",10.08,,,,
791,"May 23, 1986",10.36,,,,
792,"May 30, 1986",10.38,,,,
793,"June 6, 1986",10.74,,,,
794,"June 13, 1986",10.76,,,,
795,"June 20, 1986",10.61,,,,
796,"June 27, 1986",10.62,,,,
797,"July 4, 1986",10.61,,,,
798,"July 11, 1986",10.59,,,,
799,"July 18, 1986",10.43,,,,
800,"July 25, 1986",10.4,,,,
801,"August 1, 1986",10.4,,,,
802,"August 8, 1986",10.4,,,,
803,"August 15, 1986",10.23,,,,
804,"August 22, 1986",10.04,,,,
805,"August 29, 1986",9.93,,,,
806,"September 5, 1986",9.9,,,,
807,"September 12, 1986",9.96,,,,
808,"September 19, 1986",10.07,,,,
809,"September 26, 1986",10.1,,,,
810,"October 3, 1986",10.08,,,,
811,"October 10, 1986",9.99,,,,
812,"October 17, 1986",9.96,,,,
813,"October 24, 1986",9.95,,,,
814,"October 31, 1986",9.89,,,,
815,"November 7, 1986",9.83,,,,
816,"November 14, 1986",9.81,,,,
817,"November 21, 1986",9.64,,,,
818,"November 28, 1986",9.5,,,,
819,"December 5, 1986",9.3,,,,
820,"December 12, 1986",9.35,,,,
821,"December 19, 1986",9.3,,,,
822,"December 26, 1986",9.29,,,,
823,"January 2, 1987",9.37,,,,
824,"January 9, 1987",9.32,,,,
825,"January 16, 1987",9.21,,,,
826,"January 23, 1987",9.04,,,,
827,"January 30, 1987",9.08,,,,
828,"February 6, 1987",9.06,,,,
829,"February 13, 1987",9.09,,,,
830,"February 20, 1987",9.11,,,,
831,"February 27, 1987",9.07,,,,
832,"March 6, 1987",9.03,,,,
833,"March 13, 1987",9.05,,,,
834,"March 20, 1987",9.03,,,,
835,"March 27, 1987",9.03,,,,
836,"April 3, 1987",9.26,,,,
837,"April 10, 1987",9.43,,,,
838,"April 17, 1987",10.27,,,,
839,"April 24, 1987",10.37,,,,
840,"May 1, 1987",10.47,,,,
841,"May 8, 1987",10.52,,,,
842,"May 15, 1987",10.48,,,,
843,"May 22, 1987",10.81,,,,
844,"May 29, 1987",10.7,,,,
845,"June 5, 1987",10.7,,,,
846,"June 12, 1987",10.66,,,,
847,"June 19, 1987",10.44,,,,
848,"June 26, 1987",10.35,,,,
849,"July 3, 1987",10.36,,,,
850,"July 10, 1987",10.3,,,,
851,"July 17, 1987",10.23,,,,
852,"July 24, 1987",10.23,,,,
853,"July 31, 1987",10.27,,,,
854,"August 7, 1987",10.35,,,,
855,"August 14, 1987",10.34,,,,
856,"August 21, 1987",10.3,,,,
857,"August 28, 1987",10.33,,,,
858,"September 4, 1987",10.63,,,,
859,"September 11, 1987",10.91,,,,
860,"September 18, 1987",10.99,,,,
861,"September 25, 1987",11.02,,,,
862,"October 2, 1987",11.18,,,,
863,"October 9, 1987",11.21,,,,
864,"October 16, 1987",11.58,,,,
865,"October 23, 1987",11.36,,,,
866,"October 30, 1987",10.97,,,,
867,"November 6, 1987",10.79,,,,
868,"November 13, 1987",10.66,,,,
869,"November 20, 1987",10.6,,,,
870,"November 27, 1987",10.55,,,,
871,"December 4, 1987",10.6,,,,
872,"December 11, 1987",10.66,,,,
873,"December 18, 1987",10.69,,,,
874,"December 25, 1987",10.64,,,,
875,"December 31, 1987",10.61,,,,
876,"January 8, 1988",10.5,,,,
877,"January 15, 1988",10.53,,,,
878,"January 22, 1988",10.34,,,,
879,"January 29, 1988",10.16,,,,
880,"February 5, 1988",9.94,,,,
881,"February 12, 1988",9.84,,,,
882,"February 19, 1988",9.92,,,,
883,"February 26, 1988",9.87,,,,
884,"March 4, 1988",9.85,,,,
885,"March 11, 1988",9.96,,,,
886,"March 18, 1988",9.92,,,,
887,"March 25, 1988",9.99,,,,
888,"April 1, 1988",10.05,,,,
889,"April 8, 1988",10.19,,,,
890,"April 15, 1988",10.19,,,,
891,"April 22, 1988",10.3,,,,
892,"April 29, 1988",10.28,,,,
893,"May 6, 1988",10.32,,,,
894,"May 13, 1988",10.4,,,,
895,"May 20, 1988",10.52,,,,
896,"May 27, 1988",10.58,,,,
897,"June 3, 1988",10.58,,,,
898,"June 10, 1988",10.51,,,,
899,"June 17, 1988",10.35,,,,
900,"June 24, 1988",10.4,,,,
901,"July 1, 1988",10.39,,,,
902,"July 8, 1988",10.38,,,,
903,"July 15, 1988",10.44,,,,
904,"July 22, 1988",10.46,,,,
905,"July 29, 1988",10.49,,,,
906,"August 5, 1988",10.44,,,,
907,"August 12, 1988",10.57,,,,
908,"August 19, 1988",10.71,,,,
909,"August 26, 1988",10.67,,,,
910,"September 2, 1988",10.65,,,,
911,"September 9, 1988",10.53,,,,
912,"September 16, 1988",10.4,,,,
913,"September 23, 1988",10.4,,,,
914,"September 30, 1988",10.42,,,,
915,"October 7, 1988",10.38,,,,
916,"October 14, 1988",10.33,,,,
917,"October 21, 1988",10.28,,,,
918,"October 28, 1988",10.22,,,,
919,"November 4, 1988",10.12,,,,
920,"November 11, 1988",10.24,,,,
921,"November 18, 1988",10.31,,,,
922,"November 25, 1988",10.39,,,,
923,"December 2, 1988",10.44,,,,
924,"December 9, 1988",10.46,,,,
925,"December 16, 1988",10.71,,,,
926,"December 23, 1988",10.68,,,,
927,"December 30, 1988",10.77,,,,
928,"January 6, 1989",10.8,,,,
929,"January 13, 1989",10.81,,,,
930,"January 20, 1989",10.71,,,,
931,"January 27, 1989",10.6,,,,
932,"February 3, 1989",10.55,,,,
933,"February 10, 1989",10.56,,,,
934,"February 17, 1989",10.69,,,,
935,"February 24, 1989",10.78,,,,
936,"March 3, 1989",10.91,,,,
937,"March 10, 1989",10.86,,,,
938,"March 17, 1989",10.98,,,,
939,"March 24, 1989",11.22,,,,
940,"March 31, 1989",11.19,,,,
941,"April 7, 1989",11.07,,,,
942,"April 14, 1989",11.11,,,,
943,"April 21, 1989",10.99,,,,
944,"April 28, 1989",11.03,,,,
945,"May 5, 1989",10.97,,,,
946,"May 12, 1989",10.93,,,,
947,"May 19, 1989",10.69,,,,
948,"May 26, 1989",10.5,,,,
949,"June 2, 1989",10.48,,,,
950,"June 9, 1989",10.2,,,,
951,"June 16, 1989",10.04,,,,
952,"June 23, 1989",10.19,,,,
953,"June 30, 1989",10.07,,,,
954,"July 7, 1989",10.03,,,,
955,"July 14, 1989",9.82,,,,
956,"July 21, 1989",9.87,,,,
957,"July 28, 1989",9.81,,,,
958,"August 4, 1989",9.68,,,,
959,"August 11, 1989",9.96,,,,
960,"August 18, 1989",10.09,,,,
961,"August 25, 1989",10.21,,,,
962,"September 1, 1989",10.22,,,,
963,"September 8, 1989",10.17,,,,
964,"September 15, 1989",10.05,,,,
965,"September 22, 1989",10.03,,,,
966,"September 29, 1989",10.16,,,,
967,"October 6, 1989",10.1,,,,
968,"October 13, 1989",9.95,,,,
969,"October 20, 1989",9.92,,,,
970,"October 27, 1989",9.82,,,,
971,"November 3, 1989",9.82,,,,
972,"November 10, 1989",9.79,,,,
973,"November 17, 1989",9.72,,,,
974,"November 24, 1989",9.74,,,,
975,"December 1, 1989",9.74,,,,
976,"December 8, 1989",9.76,,,,
977,"December 15, 1989",9.75,,,,
978,"December 22, 1989",9.69,,,,
979,"December 29, 1989",9.78,,,,
980,"January 5, 1990",9.83,,,,
981,"January 12, 1990",9.8,,,,
982,"January 19, 1990",9.9,,,,
983,"January 26, 1990",10.05,,,,
984,"February 2, 1990",10.17,,,,
985,"February 9, 1990",10.21,,,,
986,"February 16, 1990",10.1,,,,
987,"February 23, 1990",10.31,,,,
988,"March 2, 1990",10.23,,,,
989,"March 9, 1990",10.29,,,,
990,"March 16, 1990",10.34,,,,
991,"March 23, 1990",10.26,,,,
992,"March 30, 1990",10.22,,,,
993,"April 6, 1990",10.26,,,,
994,"April 13, 1990",10.25,,,,
995,"April 20, 1990",10.41,,,,
996,"April 27, 1990",10.56,,,,
997,"May 4, 1990",10.67,,,,
998,"May 11, 1990",10.54,,,,
999,"May 18, 1990",10.37,,,,
1000,"May 25, 1990",10.33,,,,
1001,"June 1, 1990",10.29,,,,
1002,"June 8, 1990",10.1,,,,
1003,"June 15, 1990",10.12,,,,
1004,"June 22, 1990",10.16,,,,
1005,"June 29, 1990",10.15,,,,
1006,"July 6, 1990",10.06,,,,
1007,"July 13, 1990",10.11,,,,
1008,"July 20, 1990",9.99,,,,
1009,"July 27, 1990",9.98,,,,
1010,"August 3, 1990",9.84,,,,
1011,"August 10, 1990",10.08,,,,
1012,"August 17, 1990",10.05,,,,
1013,"August 24, 1990",10.29,,,,
1014,"August 31, 1990",10.24,,,,
1015,"September 7, 1990",10.19,,,,
1016,"September 14, 1990",10.13,,,,
1017,"September 21, 1990",10.16,,,,
1018,"September 28, 1990",10.22,,,,
1019,"October 5, 1990",10.08,,,,
1020,"October 12, 1990",10.22,,,,
1021,"October 19, 1990",10.24,,,,
1022,"October 26, 1990",10.17,,,,
1023,"November 2, 1990",10.13,,,,
1024,"November 9, 1990",10.09,,,,
1025,"November 16, 1990",10.02,,,,
1026,"November 23, 1990",9.93,,,,
1027,"November 30, 1990",9.9,,,,
1028,"December 7, 1990",9.81,,,,
1029,"December 14, 1990",9.56,,,,
1030,"December 21, 1990",9.64,,,,
1031,"December 28, 1990",9.68,,,,
1032,"January 4, 1991",9.56,,,,
1033,"January 11, 1991",9.63,,,,
1034,"January 18, 1991",9.75,,,,
1035,"January 25, 1991",9.61,,,,
1036,"February 1, 1991",9.56,,,,
1037,"February 8, 1991",9.36,,,,
1038,"February 15, 1991",9.25,,,,
1039,"February 22, 1991",9.29,,,,
1040,"March 1, 1991",9.4,,,,
1041,"March 8, 1991",9.49,,,,
1042,"March 15, 1991",9.5,,,,
1043,"March 22, 1991",9.59,,,,
1044,"March 29, 1991",9.52,,,,
1045,"April 5, 1991",9.49,,,,
1046,"April 12, 1991",9.48,,,,
1047,"April 19, 1991",9.47,,,,
1048,"April 26, 1991",9.53,,,,
1049,"May 3, 1991",9.47,,,,
1050,"May 10, 1991",9.47,,,,
1051,"May 17, 1991",9.5,,,,
1052,"May 24, 1991",9.47,,,,
1053,"May 31, 1991",9.45,,,,
1054,"June 7, 1991",9.48,,,,
1055,"June 14, 1991",9.66,,,,
1056,"June 21, 1991",9.65,,,,
1057,"June 28, 1991",9.67,,,,
1058,"July 5, 1991",9.62,,,,
1059,"July 12, 1991",9.64,,,,
1060,"July 19, 1991",9.54,,,,
1061,"July 26, 1991",9.5,,,,
1062,"August 2, 1991",9.44,,,,
1063,"August 9, 1991",9.27,,,,
1064,"August 16, 1991",9.19,,,,
1065,"August 23, 1991",9.17,,,,
1066,"August 30, 1991",9.15,,,,
1067,"September 6, 1991",9.14,,,,
1068,"September 13, 1991",9.02,,,,
1069,"September 20, 1991",8.95,,,,
1070,"September 27, 1991",8.92,,,,
1071,"October 4, 1991",8.87,,,,
1072,"October 11, 1991",8.82,,,,
1073,"October 18, 1991",8.82,,,,
1074,"October 25, 1991",8.91,,,,
1075,"November 1, 1991",8.78,,,,
1076,"November 8, 1991",8.76,,,,
1077,"November 15, 1991",8.69,,,,
1078,"November 22, 1991",8.63,,,,
1079,"November 29, 1991",8.7,,,,
1080,"December 6, 1991",8.62,,,,
1081,"December 13, 1991",8.53,,,,
1082,"December 20, 1991",8.49,,,,
1083,"December 27, 1991",8.35,,,,
1084,"January 3, 1992",8.24,,,,
1085,"January 10, 1992",8.23,,,,
1086,"January 17, 1992",8.45,,,,
1087,"January 24, 1992",8.56,,,,
1088,"January 31, 1992",8.68,,,,
1089,"February 7, 1992",8.67,,,,
1090,"February 14, 1992",8.73,,,,
1091,"February 21, 1992",8.82,,,,
1092,"February 28, 1992",8.83,,,,
1093,"March 6, 1992",8.85,,,,
1094,"March 13, 1992",8.88,,,,
1095,"March 20, 1992",9.03,,,,
1096,"March 27, 1992",8.98,,,,
1097,"April 3, 1992",8.96,,,,
1098,"April 10, 1992",8.84,,,,
1099,"April 17, 1992",8.76,,,,
1100,"April 24, 1992",8.85,,,,
1101,"May 1, 1992",8.84,,,,
1102,"May 8, 1992",8.75,,,,
1103,"May 15, 1992",8.64,,,,
1104,"May 22, 1992",8.53,,,,
1105,"May 29, 1992",8.6,,,,
1106,"June 5, 1992",8.59,,,,
1107,"June 12, 1992",8.54,,,,
1108,"June 19, 1992",8.48,,,,
1109,"June 26, 1992",8.43,,,,
1110,"July 3, 1992",8.29,,,,
1111,"July 10, 1992",8.13,,,,
1112,"July 17, 1992",8.09,,,,
1113,"July 24, 1992",8.08,,,,
1114,"July 31, 1992",8.05,,,,
1115,"August 7, 1992",8.06,,,,
1116,"August 14, 1992",7.96,,,,
1117,"August 21, 1992",7.87,,,,
1118,"August 28, 1992",8.01,,,,
1119,"September 4, 1992",7.94,,,,
1120,"September 11, 1992",7.84,,,,
1121,"September 18, 1992",7.89,,,,
1122,"September 24, 1992",8.02,,,,
1123,"October 2, 1992",7.93,,,,
1124,"October 9, 1992",8.01,,,,
1125,"October 16, 1992",8.06,,,,
1126,"October 23, 1992",8.23,,,,
1127,"October 30, 1992",8.21,,,,
1128,"November 6, 1992",8.29,,,,
1129,"November 13, 1992",8.32,,,,
1130,"November 20, 1992",8.32,,,,
1131,"November 27, 1992",8.29,,,,
1132,"December 4, 1992",8.34,,,,
1133,"December 11, 1992",8.23,,,,
1134,"December 18, 1992",8.19,,,,
1135,"December 25, 1992",8.13,,,,
1136,"December 31, 1992",8.14,,,,
1137,"January 8, 1993",8.07,,,,
1138,"January 15, 1993",8.04,,,,
1139,"January 22, 1993",8,,,,
1140,"January 29, 1993",7.86,,,,
1141,"February 5, 1993",7.8,,,,
1142,"February 12, 1993",7.75,,,,
1143,"February 19, 1993",7.65,,,,
1144,"February 26, 1993",7.53,,,,
1145,"March 5, 1993",7.44,,,,
1146,"March 12, 1993",7.47,,,,
1147,"March 19, 1993",7.57,,,,
1148,"March 26, 1993",7.5,,,,
1149,"April 2, 1993",7.53,,,,
1150,"April 9, 1993",7.57,,,,
1151,"April 16, 1993",7.45,,,,
1152,"April 23, 1993",7.38,,,,
1153,"April 30, 1993",7.43,,,,
1154,"May 7, 1993",7.42,,,,
1155,"May 14, 1993",7.42,,,,
1156,"May 21, 1993",7.52,,,,
1157,"May 28, 1993",7.5,,,,
1158,"June 4, 1993",7.47,,,,
1159,"June 11, 1993",7.48,,,,
1160,"June 18, 1993",7.38,,,,
1161,"June 25, 1993",7.34,,,,
1162,"July 2, 1993",7.23,,,,
1163,"July 9, 1993",7.19,,,,
1164,"July 16, 1993",7.16,,,,
1165,"July 23, 1993",7.2,,,,
1166,"July 30, 1993",7.25,,,,
1167,"August 6, 1993",7.21,,,,
1168,"August 13, 1993",7.17,,,,
1169,"August 20, 1993",7.1,,,,
1170,"August 27, 1993",6.97,,,,
1171,"September 3, 1993",6.93,,,,
1172,"September 10, 1993",6.82,,,,
1173,"September 17, 1993",6.96,,,,
1174,"September 24, 1993",6.95,,,,
1175,"October 1, 1993",6.89,,,,
1176,"October 8, 1993",6.87,,,,
1177,"October 15, 1993",6.81,,,,
1178,"October 22, 1993",6.74,,,,
1179,"October 29, 1993",6.86,,,,
1180,"November 5, 1993",7.11,,,,
1181,"November 12, 1993",7.12,,,,
1182,"November 19, 1993",7.08,,,,
1183,"November 26, 1993",7.31,,,,
1184,"December 4, 1993",7.25,,,,
1185,"December 10, 1993",7.14,,,,
1186,"December 17, 1993",7.17,,,,
1187,"December 24, 1993",7.17,,,,
1188,"December 31, 1993",7.13,,,,
1189,"January 7, 1994",7.23,,,,
1190,"January 14, 1994",6.99,,,,
1191,"January 21, 1994",7.05,,,,
1192,"January 28, 1994",6.97,,,,
1193,"February 4, 1994",6.97,,,,
1194,"February 11, 1994",7.21,,,,
1195,"February 18, 1994",7.11,,,,
1196,"February 25, 1994",7.32,,,,
1197,"March 4, 1994",7.51,,,,
1198,"March 11, 1994",7.63,,,,
1199,"March 18, 1994",7.76,,,,
1200,"March 25, 1994",7.8,,,,
1201,"April 1, 1994",8.04,,,,
1202,"April 8, 1994",8.47,,,,
1203,"April 15, 1994",8.26,,,,
1204,"April 22, 1994",8.49,,,,
1205,"April 29, 1994",8.32,,,,
1206,"May 6, 1994",8.53,,,,
1207,"May 13, 1994",8.77,,,,
1208,"May 20, 1994",8.56,,,,
1209,"May 27, 1994",8.53,,,,
1210,"June 3, 1994",8.55,,,,
1211,"June 10, 1994",8.25,,,,
1212,"June 17, 1994",8.33,,,,
1213,"June 24, 1994",8.46,,,,
1214,"July 1, 1994",8.57,,,,
1215,"July 8, 1994",8.68,,,,
1216,"July 15, 1994",8.72,,,,
1217,"July 22, 1994",8.53,,,,
1218,"July 29, 1994",8.57,,,,
1219,"August 5, 1994",8.38,,,,
1220,"August 12, 1994",8.57,,,,
1221,"August 19, 1994",8.54,,,,
1222,"August 26, 1994",8.56,,,,
1223,"September 2, 1994",8.48,,,,
1224,"September 9, 1994",8.51,,,,
1225,"September 16, 1994",8.66,,,,
1226,"September 23, 1994",8.73,,,,
1227,"September 30, 1994",8.82,,,,
1228,"October 7, 1994",8.89,,,,
1229,"October 14, 1994",8.93,,,,
1230,"October 21, 1994",8.85,,,,
1231,"October 28, 1994",9.03,,,,
1232,"November 4, 1994",9.05,,,,
1233,"November 11, 1994",9.19,,,,
1234,"November 18, 1994",9.19,,,,
1235,"November 25, 1994",9.25,,,,
1236,"December 2, 1994",9.23,,,,
1237,"December 9, 1994",9.15,,,,
1238,"December 16, 1994",9.25,,,,
1239,"December 23, 1994",9.18,,,,
1240,"December 30, 1994",9.18,,,,
1241,"January 6, 1995",9.22,,,,
1242,"January 13, 1995",9.19,,,,
1243,"January 20, 1995",9.05,,,,
1244,"January 27, 1995",9.13,,,,
1245,"February 3, 1995",8.94,,,,
1246,"February 10, 1995",8.8,,,,
1247,"February 17, 1995",8.84,,,,
1248,"February 24, 1995",8.73,,,,
1249,"March 3, 1995",8.53,,,,
1250,"March 10, 1995",8.62,,,,
1251,"March 17, 1995",8.38,,,,
1252,"March 24, 1995",8.4,,,,
1253,"March 31, 1995",8.38,,,,
1254,"April 7, 1995",8.41,,,,
1255,"April 14, 1995",8.37,,,,
1256,"April 21, 1995",8.24,,,,
1257,"April 28, 1995",8.26,,,,
1258,"May 5, 1995",8.27,,,,
1259,"May 12, 1995",7.87,,,,
1260,"May 19, 1995",7.83,,,,
1261,"May 26, 1995",7.85,,,,
1262,"June 2, 1995",7.71,,,,
1263,"June 9, 1995",7.51,,,,
1264,"June 16, 1995",7.55,,,,
1265,"June 23, 1995",7.53,,,,
1266,"June 30, 1995",7.53,,,,
1267,"July 7, 1995",7.63,,,,
1268,"July 14, 1995",7.41,,,,
1269,"July 21, 1995",7.6,,,,
1270,"July 28, 1995",7.79,,,,
1271,"August 4, 1995",7.82,,,,
1272,"August 11, 1995",7.8,,,,
1273,"August 18, 1995",7.94,,,,
1274,"August 25, 1995",7.88,,,,
1275,"September 1, 1995",7.76,,,,
1276,"September 8, 1995",7.63,,,,
1277,"September 15, 1995",7.6,,,,
1278,"September 22, 1995",7.57,,,,
1279,"September 29, 1995",7.62,,,,
1280,"October 6, 1995",7.57,,,,
1281,"October 13, 1995",7.5,,,,
1282,"October 20, 1995",7.38,,,,
1283,"October 27, 1995",7.45,,,,
1284,"November 3, 1995",7.44,,,,
1285,"November 9, 1995",7.37,,,,
1286,"November 17, 1995",7.35,,,,
1287,"November 24, 1995",7.35,,,,
1288,"December 1, 1995",7.33,,,,
1289,"December 8, 1995",7.18,,,,
1290,"December 15, 1995",7.15,,,,
1291,"December 22, 1995",7.23,,,,
1292,"December 29, 1995",7.11,,,,
1293,"January 5, 1996",7.02,,,,
1294,"January 12, 1996",7.08,,,,
1295,"January 19, 1996",7.02,,,,
1296,"January 26, 1996",7,,,,
1297,"February 2, 1996",7.02,,,,
1298,"February 9, 1996",7.02,,,,
1299,"February 16, 1996",6.94,,,,
1300,"February 23, 1996",7.32,,,,
1301,"March 1, 1996",7.41,,,,
1302,"March 8, 1996",7.38,,,,
1303,"March 15, 1996",7.83,,,,
1304,"March 22, 1996",7.81,,,,
1305,"March 29, 1996",7.69,,,,
1306,"April 5, 1996",7.78,,,,
1307,"April 12, 1996",8.05,,,,
1308,"April 19, 1996",7.95,,,,
1309,"April 26, 1996",7.92,,,,
1310,"May 3, 1996",7.99,,,,
1311,"May 10, 1996",8.24,,,,
1312,"May 17, 1996",8.08,,,,
1313,"May 24, 1996",8.01,,,,
1314,"May 31, 1996",8.03,,,,
1315,"June 7, 1996",8.3,,,,
1316,"June 14, 1996",8.39,,,,
1317,"June 21, 1996",8.3,,,,
1318,"June 28, 1996",8.29,,,,
1319,"July 5, 1996",8.14,,,,
1320,"July 12, 1996",8.42,,,,
1321,"July 19, 1996",8.23,,,,
1322,"July 26, 1996",8.19,,,,
1323,"August 2, 1996",8.23,,,,
1324,"August 9, 1996",7.88,,,,
1325,"August 16, 1996",7.88,,,,
1326,"August 23, 1996",7.93,,,,
1327,"August 30, 1996",8.09,,,,
1328,"September 6, 1996",8.34,,,,
1329,"September 13, 1996",8.28,,,,
1330,"September 20, 1996",8.14,,,,
1331,"September 27, 1996",8.16,,,,
1332,"October 4, 1996",8.06,,,,
